Description,label,Translated_Description,Cleaned_Description,Contains_Injury_Keyword,Mentions_Injury_Entity,Sentence_Length,Embedding
A flight was canceled after a late decision due to inclement weather conditions worsening.,0,A flight was canceled after a late decision due to inclement weather conditions worsening.,flight canceled late decision due inclement weather condition worsening,0,0,9,"[ 5.5877554e-01  3.5388783e-02 -2.4657395e-01  3.7426781e-02
 -7.6363003e-01 -2.8261983e-01 -3.9512676e-01  5.9955448e-01
  2.0293556e-01 -3.2831666e-01  3.3466667e-01 -1.3735944e-01
 -1.6144890e-01  4.2812657e-02  6.5709555e-01  5.3778219e-01
 -7.4019670e-01 -4.6704891e-01 -5.3770667e-01 -2.2835442e-01
 -2.0490950e-03  2.3379165e-01  6.0884885e-02 -3.0012318e-01
  3.1161204e-01 -9.9363220e-01  2.7071666e-02  3.4642312e-01
  4.7078663e-01  9.7025847e-01  2.4710736e+00  3.1788409e-01
 -8.3541078e-03 -4.9174377e-01  8.6168990e-02 -1.2613712e-01
  4.3886814e-01 -4.4512674e-02 -1.9750243e-01  8.0966219e-02
 -6.2939888e-01  1.6403490e-01  2.1909223e-01  4.1620333e-02
 -5.8626115e-02  3.4197893e-02 -4.6854898e-02  4.4899783e-01
  1.0232444e-01  1.2300333e-01]"
Een defecte slurf vereiste dat passagiers via trappen moesten instappen.,0,A defective jetway required passengers to board via stairs.,defective jetway required passenger board via stair,0,0,7,"[ 0.53309953 -0.14048871  0.49827808 -0.10345285 -0.15628478  0.33579025
 -0.03793284 -0.04978     0.5117557  -0.4687857   0.26059583  0.3013947
 -0.21272056  0.32541427 -0.30729723  0.38442713 -0.6011028   0.32323343
 -0.06308285 -0.754248    0.66162425 -0.3016936  -0.4462796   0.16727205
  0.22089373 -0.88317454  0.31935117  0.14837614  0.15032594 -0.08301
  1.5848172   0.00277672 -0.08126773 -0.02359     0.49474713  0.00999842
  0.7164685   0.03827914 -0.07483629  0.36959687  0.00696369 -0.27444857
  0.06995427  0.48554143 -0.32529    -0.14863287  0.18898143 -0.22074856
  0.4011243  -0.24608286]"
A delay occurred due to crew availability issues following a previous late arrival.,0,A delay occurred due to crew availability issues following a previous late arrival.,delay occurred due crew availability issue following previous late arrival,0,0,10,"[ 0.4628868   0.1086283  -0.0988744   0.0195638  -0.23585601  0.12179758
 -0.5349085   0.37559     0.01842799 -0.25835666  0.03495499 -0.1601434
 -0.246519   -0.0518922   0.762755    0.11914899 -0.630494   -0.4410769
 -0.641382   -0.1696883   0.4354721  -0.0265694   0.102404   -0.28750703
  0.1972349  -1.1391618   0.09307992 -0.0252485   0.3097793   0.7442636
  2.83768    -0.05684561 -0.21345767 -0.51616377  0.2934795  -0.0588236
  0.430193   -0.1658161  -0.41777748 -0.0373581  -0.49669528 -0.02888771
 -0.13474219 -0.08584999 -0.16521089 -0.02283636  0.0071752   0.40605903
 -0.037022   -0.13793771]"
"Een scanner bij de gate werkte niet, waardoor passagiers moesten wachten.",0,"A scanner at the gate was not working, forcing passengers to wait.",scanner gate working forcing passenger wait,0,0,6,"[ 0.51253504 -0.13318668  0.6261593  -0.44626632  0.13174833 -0.23391111
 -0.4625498   0.16899085  0.29127684 -0.33687004  0.19612397 -0.07184283
 -0.17583418  0.36466002  0.24327789  0.38084665 -0.37331834  0.12403667
 -0.24411334 -0.71582335  0.531815    0.110301   -0.401962    0.40088964
  0.2874135  -1.1841083  -0.02220367  0.156835    0.370438   -0.18532358
  2.0725234   0.323428   -0.27236164 -0.04289688  0.19932432  0.08287168
  0.51272005 -0.02631917  0.02826384  0.17174049  0.02544868  0.17291667
  0.14585105  0.17348468 -0.14383934 -0.21527569  0.16914332 -0.30920234
  0.21423352 -0.11373916]"
A mechanical fault in the aircraft’s air conditioning system delayed boarding.,0,A mechanical fault in the aircraft’s air conditioning system delayed boarding.,mechanical fault aircraft ’ air conditioning system delayed boarding,0,0,9,"[ 4.17045534e-01 -3.29855643e-02  2.66132802e-01 -1.91787779e-01
 -5.89396775e-01  3.98733392e-02 -1.62084654e-01  1.46511067e-02
  2.94030130e-01 -3.56867105e-01  5.55901110e-01  2.20005333e-01
 -1.07115835e-01  4.12407249e-01 -4.91846621e-01  1.62363350e-01
 -5.16080022e-01  5.49299598e-01 -5.35404325e-01 -5.86638927e-01
  1.18150555e-01  1.74116753e-02 -3.99751723e-01 -1.74796671e-01
  1.95600003e-01 -1.08799887e+00 -2.24726677e-01 -2.98348796e-02
  4.92847711e-01  2.77105927e-01  2.48435545e+00  5.11155576e-02
 -2.14707553e-01 -3.85653347e-01  3.14715564e-01  3.26391101e-01
  5.96523345e-01 -7.28334009e-04  1.43856674e-01  4.45659369e-01
  1.16782179e-02 -1.59024552e-01  2.36983567e-01  4.72426623e-01
 -2.90132552e-01  4.53975126e-02  2.23506108e-01  1.52500004e-01
 -6.83103502e-02  1.63230449e-01]"
"A baggage cart tipped over on the tarmac, spilling suitcases and delaying loading.",0,"A baggage cart tipped over on the tarmac, spilling suitcases and delaying loading.",baggage cart tipped tarmac spilling suitcase delaying loading,0,0,8,"[ 0.5005935  -0.25348124  0.5278161  -0.26510262 -0.04354138  0.05042916
 -0.362911    0.23222837  0.7316525  -0.28026098 -0.10836963 -0.11710086
 -0.32364267  0.45458245  0.30511123 -0.02604924 -0.38924062  0.24736124
 -0.2392444  -0.980045    0.45939878 -0.129245   -0.10990512 -0.02267586
  0.03822426 -0.8646807   0.40178752  0.9256637   0.887375   -0.01721588
  0.85819876  0.35872647 -0.29044363  0.34167975  0.18728963  0.5176568
  0.19674875  0.23751774 -0.10058937  0.36519513  0.21963799  0.16176876
  0.1161525   0.33744153 -0.1375775  -0.3396105   0.04213501  0.06750125
  0.31555253 -0.73910373]"
"Een brandstofwagen had pech, waardoor het tanken van het vliegtuig werd vertraagd.",0,"A fuel truck broke down, delaying the plane's refueling.",fuel truck broke delaying plane refueling,0,0,6,"[ 0.81981164 -0.52063507  0.77826476 -0.144657   -0.31612334  0.28062335
 -0.5436297   0.386135    0.695605   -0.22994167  0.2554355  -0.371948
 -0.51226383  0.58635664  0.01217167 -0.15039018 -0.38939166  0.47474495
 -0.767495   -0.76872367  0.46065998  0.06654333 -0.27148166 -0.25421333
  0.14026166 -1.3340632   0.6012033   0.49626982  1.2004633   0.48516998
  1.9308667   0.12897693 -0.64746827  0.2998955   0.4148215   0.09537666
  0.2650833  -0.0995355  -0.23447166  0.6274948  -0.09039617  0.01971857
  0.378884   -0.4439567  -0.131305    0.07250433 -0.10891217  0.32405433
  0.03087415 -0.251375  ]"
A misprinted boarding pass caused confusion at the boarding gate.,0,A misprinted boarding pass caused confusion at the boarding gate.,misprinted boarding pas caused confusion boarding gate,0,0,7,"[ 0.26173002  0.11316957 -0.10087715 -0.45234588 -0.46531573  0.09665428
 -0.0114527   0.15486386  0.12146858 -0.30019745 -0.10139543 -0.06437729
  0.01927856 -0.03471301 -0.11176287  0.06663001 -0.31320572  0.16395572
 -0.21719015 -0.10234587  0.177577   -0.04975998 -0.1777207   0.26872426
  0.11107557 -0.8309757  -0.33185858  0.27964142  0.13956657 -0.056142
  1.3178014   0.15129574 -0.04142858  0.09232713  0.06694415  0.22972715
  0.6118358  -0.33875486 -0.1246957   0.47290283 -0.10632186 -0.04972857
 -0.07863315  0.5676028  -0.20538919 -0.23523284 -0.15642884 -0.17602515
  0.46122    -0.56981146]"
A ground crew member was struck by a vehicle on the tarmac and injured their leg.,1,A ground crew member was struck by a vehicle on the tarmac and injured their leg.,ground crew member struck vehicle tarmac injured leg,0,0,8,"[ 4.59144950e-01 -1.17691129e-01  3.17345977e-01  2.04134732e-04
  3.18003088e-01  1.78033248e-01 -5.23716211e-01  5.77157497e-01
  3.65700364e-01 -7.85781860e-01  2.42427498e-01 -3.67482513e-01
 -6.26056254e-01  5.54952502e-01 -3.48954909e-02 -1.70503005e-01
 -2.00343758e-01  1.86617121e-01 -1.03261232e+00 -5.69412112e-01
 -2.76521981e-01  6.39692605e-01  1.71537735e-02 -1.50315911e-01
  9.47600007e-02 -1.03902829e+00  5.23050487e-01  4.53959376e-01
  2.69565880e-01  4.69719991e-02  2.41089773e+00  1.68462500e-01
 -3.61575037e-02  1.51072502e-01  3.84591788e-01  3.84670734e-01
  7.13509321e-01 -1.34463489e-01  3.00724991e-02  2.52262861e-01
 -2.59578228e-01  1.02142125e-01  1.53465867e-01 -2.30354995e-01
  1.40440002e-01 -1.02842078e-01 -2.57489949e-01 -2.54286945e-01
  1.28333241e-01 -3.79284501e-01]"
"The airport experienced a temporary power outage, causing delays at check-in counters.",0,"The airport experienced a temporary power outage, causing delays at check-in counters.",airport experienced temporary power outage causing delay checkin counter,0,0,9,"[ 0.61003226 -0.21051976  0.34093678 -0.06874445 -0.55598426 -0.171591
 -0.00826333  0.47464466  0.3020467   0.15697268  0.03683999 -0.14338756
 -0.21634    -0.03545678  0.08653788  0.20442134 -0.26584223 -0.00242178
 -0.31705257 -0.36995715  0.14290555 -0.15482341 -0.37801337 -0.17473668
  0.06528556 -1.0226711   0.21639189  0.18027711  0.77776223  0.5058756
  2.0880778   0.397271   -0.03328334 -0.32128888 -0.11432303  0.14346221
  0.27069667 -0.31727576  0.11032622  0.34735513 -0.34150222  0.30035475
 -0.16809312  0.30389    -0.16093889  0.05959455 -0.07115589  0.15807112
  0.04644667  0.02697989]"
Een passagier brak een arm tijdens een evacuatie na een noodlanding vanwege een brandalarm.,1,A passenger broke an arm during an evacuation after an emergency landing due to a fire alarm.,passenger broke arm evacuation emergency landing due fire alarm,0,0,9,"[ 0.705723   -0.35976893  0.2979702  -0.27614728 -0.29003245  0.05383668
 -0.32471013  0.49941444  0.5050256  -0.70095754  0.21373701 -0.23272501
 -0.15474378  0.4016459  -0.07657707  0.17197531 -0.5402012  -0.0566861
 -0.7466366  -0.44789135  0.31781614  0.20622277 -0.5133655  -0.3223541
  0.2007471  -1.2537078   0.39374632  0.2788521   0.49215555  0.25408825
  2.6271446   0.17992277 -0.21805    -0.09056222 -0.03024245  0.38741046
  0.71724886 -0.6150906   0.13339266  0.34304973 -0.23461778  0.16202657
  0.10916022 -0.11513726  0.0680649  -0.03940644  0.04600522  0.01671888
  0.07502688 -0.19405001]"
A delay occurred when ground staff unloaded luggage from the wrong aircraft.,0,A delay occurred when ground staff unloaded luggage from the wrong aircraft.,delay occurred ground staff unloaded luggage wrong aircraft,0,0,8,"[ 7.6069629e-01 -3.9054650e-01  4.7270101e-01 -2.2152573e-01
  1.6891000e-01 -9.6592605e-02 -4.2487377e-01  3.0818623e-01
  3.3108500e-01 -7.8335953e-01  5.6751072e-04  2.1932505e-02
 -3.4763125e-01  7.1910620e-02  2.8900000e-01  7.3499992e-02
 -4.9092376e-01  1.4648512e-01 -6.9411123e-01 -7.4841630e-01
  3.1682372e-01  1.0035173e-01  7.8422509e-02 -2.6872507e-01
  8.0031261e-02 -1.2939874e+00  5.2308749e-02  3.9092037e-01
  7.9061115e-01  7.0894986e-02  2.1014001e+00  8.4300511e-02
 -1.5614364e-01 -2.6325250e-01  2.7612549e-01  2.6282811e-01
  4.6885312e-01  5.3075995e-02 -1.2550816e-01  4.1716251e-01
  4.8032742e-02  4.5505121e-02  3.9785019e-01  2.3309377e-01
  9.7092576e-03 -1.7856795e-01 -1.4180125e-01  3.7718749e-01
 -4.0289998e-02  7.2194986e-02]"
An accidental fire alarm activation caused an evacuation of part of the terminal.,0,An accidental fire alarm activation caused an evacuation of part of the terminal.,accidental fire alarm activation caused evacuation part terminal,1,0,8,"[ 0.97453123 -0.12104537  0.13439175 -0.11103592 -0.29807013  0.3619075
  0.09704375  0.40419486  0.502555   -0.15775126  0.23952311 -0.24392925
  0.1739525   0.00244037  0.05123962  0.287906   -0.40875262 -0.03158791
 -0.709245   -0.15548128  0.27998212 -0.2800185  -0.36828786 -0.12477851
  0.0916425  -1.0685834   0.14558089  0.28523248  0.7530388   0.21171176
  2.24803    -0.06455699 -0.04571463 -0.6636448  -0.07636086  0.33198357
  0.726755   -0.8680689   0.18266024  0.5975235  -0.17506374  0.11155535
 -0.16007587 -0.06381775  0.33651754  0.07654625  0.11417212  0.22368562
  0.02846624 -0.01992087]"
Een oudere passagier viel uit zijn stoel zonder gordel en liep een hoofdwond op tijdens turbulentie.,1,An elderly passenger fell out of his seat without a seat belt and suffered a head injury during turbulence.,elderly passenger fell seat without seat belt suffered head injury turbulence,1,0,11,"[ 0.11432726 -0.00482703  0.35973287 -0.22683364  0.16905728  0.48719662
 -0.16675599  0.32215366  0.16986799 -0.53048354  0.36930597 -0.24923697
 -0.4925811   0.05303913  0.16286185  0.3021309  -0.52537775  0.04440634
 -0.5185087  -0.46274224 -0.2746171   0.02964691 -0.31189573 -0.13876818
 -0.0826771  -1.4398972   0.045543    0.31474626  0.29796907  0.42764863
  2.4037547   0.42207843  0.26192272  0.00518501  0.22384176  0.1660909
  0.21333547  0.07579617  0.33728254 -0.11461091 -0.4714482   0.3615626
  0.04702046  0.17992091 -0.28910664 -0.07326481 -0.12711081 -0.43480358
  0.2490191  -0.30612275]"
Een tas van een passagier werd extra gecontroleerd bij de veiligheidscontrole.,0,A passenger's bag was subjected to additional security checks.,passenger bag subjected additional security check,0,0,6,"[ 0.43647352 -0.00696963  0.5716083  -0.332341    0.09461018  0.03261334
 -0.04763917 -0.04665     0.7428283  -0.62707    -0.02731834 -0.02709717
 -0.029205    0.08116383  0.4111379   0.13683982 -0.48278013  0.00366785
 -0.06472135 -0.74795765  0.56842166  0.12652068  0.01346333 -0.06109832
 -0.26635367 -1.2885767   0.06096885  0.20779085  0.5476648   0.04850334
  2.5054834   0.35862997 -0.238788   -0.23310332  0.28612396  0.69649833
  0.5857467  -0.141644   -0.09532166  0.28772998  0.18514013  0.300991
  0.58492047  0.3182095  -0.01725167 -0.48401502 -0.02563717  0.45216832
  0.21790333 -0.09451583]"
A power surge at a ticket kiosk caused multiple passengers to lose their reservations temporarily.,0,A power surge at a ticket kiosk caused multiple passengers to lose their reservations temporarily.,power surge ticket kiosk caused multiple passenger lose reservation temporarily,0,0,10,"[ 0.33999938 -0.03717981  0.7387091   0.1091982  -0.18063357  0.16198401
 -0.437011    0.17588551  0.368519   -0.013766    0.10590751 -0.18232408
  0.1251387  -0.02254301  0.12963644  0.2417098  -0.43675798  0.12383799
 -0.28361687 -0.55764973  0.3361677  -0.4036804  -0.330028    0.06305289
  0.025381   -1.1210895   0.0348453   0.0190659   0.69024503  0.24939804
  2.278996    0.39709893  0.03174931 -0.10547991  0.04355419  0.04723199
  0.14588301 -0.18363321 -0.06906781  0.1186681  -0.18360099  0.14469329
 -0.11886793  0.45220923 -0.40042782 -0.0895151  -0.30939502 -0.05366189
  0.1699687  -0.199266  ]"
Een lid van de cabinebemanning liep brandwonden op tijdens het bereiden van warme dranken.,1,A cabin crew member suffered burns while preparing hot drinks.,cabin crew member suffered burn preparing hot drink,0,0,8,"[ 2.44754389e-01  1.40681982e-01  1.22857250e-01 -3.18461001e-01
  1.11337490e-02  2.00110376e-01 -6.18014514e-01  4.62919384e-01
  2.43070126e-01 -2.47991294e-01  1.24760725e-01 -2.50687562e-02
  2.37022638e-02  4.52757537e-01  2.83736229e-01  1.77891944e-02
 -1.22949004e-01  3.38948607e-01 -5.47198117e-01 -7.36232519e-01
  9.83570069e-02  2.99778968e-01  3.68291259e-01  9.88299996e-02
 -4.13002521e-02 -1.02734876e+00 -2.10380763e-01  1.85613006e-01
  4.26373750e-01  2.77913213e-01  2.21658754e+00  1.94418252e-01
 -3.40694129e-01  1.89249963e-02  1.83829993e-01  2.36847460e-01
  3.03459018e-01 -1.04946256e-01  4.46153760e-01 -6.05671257e-02
 -1.38907880e-01 -4.14705016e-02  2.54887342e-03  8.18144530e-02
  3.96591246e-01  2.16274351e-01 -3.90270621e-01 -3.56660008e-01
 -3.88162583e-03  1.27169304e-04]"
Een bagageafhandelaar liep een schouderblessure op tijdens het laden van zware bagage op de band.,1,A baggage handler suffered a shoulder injury while loading heavy baggage onto the conveyor belt.,baggage handler suffered shoulder injury loading heavy baggage onto conveyor belt,1,0,11,"[ 0.10697727 -0.20153995  0.40237144 -0.2061368  -0.18447772  0.28862387
 -0.01067418  0.20210563  0.8069481  -0.57800317  0.2709451   0.13649502
 -0.5557978   0.37807724 -0.02843525  0.17831637 -0.4772353   0.10192726
 -0.58542275 -0.6660414  -0.09129498 -0.155563   -0.14263937 -0.23381346
 -0.05081972 -1.2527701   0.05473819  0.6341358   0.9337292   0.00846089
  1.6965455   0.4637864   0.30003464  0.11780774  0.18227166  0.9269591
  0.32634792  0.20926818  0.18931268  0.33069226  0.04862637  0.4367116
  0.08310355  0.52424294 -0.06069563 -0.35357875  0.2978791  -0.25406954
  0.18726788 -0.46699727]"
A pilot reported minor burns after spilling hot coffee in the cockpit during descent.,1,A pilot reported minor burns after spilling hot coffee in the cockpit during descent.,pilot reported minor burn spilling hot coffee cockpit descent,0,0,9,"[ 0.16937473 -0.02321211  0.18723577 -0.1678711  -0.08151831  0.11230277
 -0.5259641   0.3012078   0.24819313 -0.02090411  0.35644066 -0.16647601
  0.11052712  0.42205063  0.2869576  -0.03723334 -0.4622124   0.17765766
 -0.5690516  -0.58465695  0.04197766  0.22920701  0.31140888  0.23470865
  0.06998089 -0.8470589  -0.26404777  0.40499997  0.5417862   0.32462725
  2.11403    -0.22189422  0.06282401  0.02606445  0.12397739  0.18324475
  0.08344113 -0.3473989   0.4436611   0.24296778  0.06771256  0.21380666
  0.10465178  0.03914062  0.19915445  0.04363899  0.003857   -0.08227668
 -0.05822344 -0.28520033]"
A passenger collapsed from chest pain during a long-haul flight and required medical attention.,1,A passenger collapsed from chest pain during a long-haul flight and required medical attention.,passenger collapsed chest pain longhaul flight required medical attention,0,0,9,"[ 0.68436134  0.15609257  0.13206844 -0.59625244 -0.2269693   0.22239225
 -0.13443844  0.2750042   0.76761436 -0.23567833  0.26234668 -0.01277545
 -0.11754778  0.27427226  0.00452524  0.07511048 -0.85574174  0.048898
 -0.33190322 -0.31513298  0.26319778  0.36651444 -0.14691335 -0.18631208
  0.05486778 -1.1083845  -0.16653132  0.1381688   0.28118446  0.25810546
  2.2969565   0.6877667   0.23592408 -0.07307     0.22120555  0.33649445
  0.5132444   0.04292033  0.35969403  0.21633479 -0.11676216  0.02686011
  0.30945244  0.37682965 -0.10945556 -0.04116023  0.08922199  0.20995556
  0.01440789 -0.06437445]"
A passenger forgot their boarding pass and had to return to the check-in desk to reprint it.,0,A passenger forgot their boarding pass and had to return to the check-in desk to reprint it.,passenger forgot boarding pas return checkin desk reprint,0,0,8,"[ 1.04524940e-03  3.44712473e-02  9.19724852e-02 -6.24892175e-01
 -1.47918761e-01 -5.31334996e-01 -3.40275824e-01 -9.73262340e-02
  1.75125882e-01 -1.51451617e-01 -2.24716619e-01  2.96753019e-01
 -2.30019152e-01  2.45482504e-01  2.53055900e-01 -5.77100031e-02
 -3.57648730e-01  1.93576515e-01  5.93375005e-02 -5.60399890e-02
  2.95169115e-01  1.77918658e-01  1.11400187e-01  4.30706233e-01
  2.08792731e-01 -7.85523772e-01 -3.66817474e-01  3.17368776e-01
  2.33850017e-01 -2.10601509e-01  1.12333751e+00  4.04376239e-01
 -2.72764981e-01  4.97356862e-01  1.34513497e-01  7.19100013e-02
  4.68893826e-01  5.45024592e-03 -2.47628376e-01  1.68227285e-01
  4.85598594e-02 -1.66279629e-01  4.10637558e-02  2.84947872e-01
 -6.01414979e-01 -4.98118848e-02 -5.81849292e-02 -3.62746269e-02
  4.24667507e-01 -1.11650005e-01]"
